,Date,CUSIP,Ticker,MktValue,Shares,Russell1000,Russell2000,Name,R1000_WT,R2000_WT
274156,20031128,307000109,FDO,5793944.4,150180,Y,N,FAMILY DOLLAR STORES,0.000563,
354020,20060228,12613R104,CNET,1791158.96,129419,N,Y,CNET NETWORKS INC,,0.001375
210544,20020131,704379106,PSS,1293495.0,22225,Y,N,PAYLESS SHOESOURCE I,0.000123,
193775,20010731,93317Q105,WLT,436644.0,31100,N,Y,WALTER INDS INC,,0.000541
62616,19971031,370021107,GGP,1199461.5,34767,N,Y,GENERAL GROWTH PPTYS,,0.1389
236488,20021031,573083102,MSO,71848.8,9979,N,Y,MARTHA STEWART LIVIN,,0.000123
333824,20050729,382588101,GDYS,145310.76,18774,N,Y,GOODYS FAMILY CLOTHING,,0.000119
142493,20000229,03071D109,PATH,213112.37,21581,N,Y,AMERIPATH INC,,0.000199
109615,19990226,665772109,NSP,3938419.63,152578,Y,N,NORTHERN STATES POWE,0.000382,
177234,20010228,165167107,CHK,1129220.16,123818,N,Y,CHESAPEAKE ENERGY CO,,0.001328
285708,20040331,247850100,DEL,341565.96,9627,N,Y,DELTIC TIMBER CORP,,0.000363
268655,20030930,459506101,IFF,2278682.72,68884,Y,N,INTL FLAVORS & FRAGRANCE,0.000237,
58803,19970930,039483102,ADM,13407130.44,560089,Y,N,ARCHER-DANIELS-MIDLA,0.1702,
366222,20060630,25468Y107,DISCA,4099340.63,280201,Y,N,DISCOVERY HOLDING CO,0.000318,
214053,20020228,89589H104,VIRS,261228.84,46482,N,Y,TRIANGLE PHARMACEUTI,,0.000337
79682,19980430,337738108,FISV,3513971.63,53751,Y,N,FISERV INC,0.000382,
20580,19960830,031905102,AN,,496842,Y,N,AMOCO CORP,0.6326,
123948,19990730,638620104,NHP,791449.0,46216,N,Y,NATIONWIDE HEALTH PP,,0.000903
192517,20010731,556100105,MACR,1021869.2,59411,N,Y,MACROMEDIA INC,,0.001266
238266,20021129,126924109,CDT,359048.7,44327,N,Y,CABLE DESIGN TECHNOL,,0.000565
183035,20010430,232946103,CYTC,2688844.8,114176,Y,N,CYTYC CORP,0.000238,
121454,19990630,784849101,SIII,473811.66,52103,N,Y,S3 INCORPORATED,,0.000519
24314,19960930,300615101,EXBT,,21921,N,Y,EXABYTE CORP,,0.0501
42758,19970331,636919102,NM,,19763,N,Y,NATIONAL MEDIA CORP,,0.0258
228700,20020731,918194101,WOOF,243528.56,17854,N,Y,VCA ANTECH INC,,0.000396
384542,20061229,45245A107,IMN,1619524.83,34881,N,Y,IMATION CORP,,0.001188
362621,20060531,031001100,ATLO,194272.47,8421,N,Y,AMES NATIONAL CORP,,0.000152
218645,20020430,502424104,LLL,2905078.3,22735,Y,N,L-3 COMMUNICATIONS H,0.000289,
331213,20050630,518613104,LAUR,2364236.14,49399,Y,N,LAUREATE EDUCATION INC,0.000196,
152216,20000531,591324108,MUI,155568.62,28943,N,Y,METALS USA INC,,0.000176
315595,20050131,302695101,FXEN,410826.46,30613,N,Y,FX ENERGY INC,,0.000377
14469,19960628,004930202,ATVI,,11641,N,Y,ACTIVISION INC,,0.0231
238167,20021129,09061G101,BMRN,305427.33,36231,N,Y,BIOMARIN PHARMACEUTI,,0.00048
39868,19970228,640275103,NELL,,62537,Y,N,NELLCOR PURITAN BENN,0.0166,
165092,20000929,928615103,VSTR,24908985.56,214617,Y,N,VOICESTREAM WIRELESS,0.001877,
137692,19991231,336158100,FRC,223156.0,9496,N,Y,FIRST REP BK SAN FRA,,0.000236
37300,19970131,749685103,RPOW,,73422,Y,N,RPM INC-OHIO,0.021,
151323,20000531,229899109,CFR,1387036.5,52341,Y,N,CULLEN FROST BANKERS,0.000112,
282328,20040227,06652V109,BANR,277274.6,9956,N,Y,BANNER CORP,,0.000299
105087,19990129,035250109,ANIC,141520.0,18560,N,Y,ANICOM INC,,0.000164
34444,19961231,767754104,RAD,,83919,Y,N,RITE AID CORP,0.0542,
340472,20050930,631728409,NSTK,291467.82,20613,N,Y,NASTECH PHARMACEUTICAL,,0.000242
181870,20010330,852857101,STMP,90330.0,30110,N,Y,STAMPS COM INC,,0.000112
92437,19980831,743312100,PRGS,313294.06,17345,N,Y,PROGRESS SOFTWARE CO,,0.00045
357951,20060331,462846106,IRM,4460867.04,109496,Y,N,IRON MOUNTAIN INC,0.000341,
23775,19960930,104580105,BTR,,18663,N,Y,BRADLEY REAL ESTATE,,0.0462
324393,20050429,23282W100,CYTK,37134.33,7563,N,Y,CYTOKINETICS INC,,3.6e-05
357494,20060331,30225T102,EXR,888998.04,51716,N,Y,EXTRA SPACE STORAGE INC,,0.000649
102602,19981231,174420109,CBCF,826841.25,24499,N,Y,CITIZENS BANKING COR,,0.000967
381396,20061130,377316104,GLT,658734.18,44449,N,Y,GLATFELTER,,0.000484
160396,20000831,358430106,FGH,190209.37,33815,N,Y,FRIEDE GOLDMAN HALTE,,0.000191
331220,20050630,522015106,LTRE,108011.72,8986,N,Y,LEARNING TREE INTL INC,,9.3e-05
207341,20011231,594901100,MCRS,439250.0,17500,N,Y,MICROS SYS INC,,0.000545
226799,20020731,291641108,EDE,409157.18,22261,N,Y,EMPIRE DIST ELEC CO,,0.000666
46263,19970430,846247104,SLMD,,10222,N,Y,SPACELABS MED INC,,0.0329
24679,19960930,446150104,HBAN,,146180,Y,N,HUNTINGTON BANCSHARE,0.0588,
131690,19991029,232462101,CYCH,125680.5,15234,N,Y,CYBERCASH INC,,0.000152
138967,19991231,81170Q106,SCFS,272597.12,26758,N,Y,SEACOAST FINL SVCS C,,0.000289
169045,20001130,30161N101,EXC,21096650.0,318440,Y,N,EXELON CORP,0.001784,
289870,20040430,707569109,PENN,907672.71,30779,N,Y,PENN NATIONAL GAMING INC,,0.001018
232682,20020930,25746U109,D,14031055.59,276583,Y,N,DOMINION RES INC VA,0.001801,
203285,20011130,163731102,CHFC,608240.16,21432,N,Y,CHEMICAL FINL CORP,,0.000799
59097,19970930,147528103,CASY,645938.37,26231,N,Y,CASEYS GENERAL STORE,,0.0712
260914,20030630,87162H103,SYNT,99964.15,6355,N,Y,SYNTEL INC,,0.00014
58899,19970930,068055102,BBI,14065878.25,198811,Y,N,BARNETT BANKS INC,0.1786,
3014,19960229,022249106,AA,,167641,Y,N,ALUMINUM CO OF AMERI,0.182,
30851,19961129,542307103,STAR,,32820,Y,N,LONE STAR STEAKHOUSE,0.015,
339164,20050930,156431108,CENX,510206.08,22696,N,Y,CENTURY ALUMINUM CO,,0.000423
177709,20010228,354613101,BEN,6704988.38,160637,Y,N,FRANKLIN RES INC,0.000599,
136777,19991231,008494106,ABTX,102942.0,43344,N,Y,AGRIBIOTECH INC NEV,,0.000109
159714,20000831,103354106,FOB,524982.87,59153,N,Y,BOYDS COLLECTION LTD,,0.000526
262089,20030731,251591103,DDR,2242142.1,75493,Y,N,DEVELOPERS DIVERSIFIED,0.000235,
142405,20000229,007903107,AMD,5781501.25,147770,Y,N,ADVANCED MICRO DEVIC,0.000482,
159535,20000831,03820C105,AIT,343695.75,20292,N,Y,APPLIED INDL TECHNOL,,0.000344
269698,20030930,83001P109,PKS,487165.42,92617,N,Y,SIX FLAGS INC,,0.00063
175664,20010131,65440K106,NDN,443592.0,12322,N,Y,99 CENTS ONLY STORES,,0.000485
276192,20031231,00754A105,AFCI,1713435.1,85034,Y,N,ADVANCED FIBRE COMM INC,0.000159,
310972,20041130,804395101,BFS,406964.25,11165,N,Y,SAUL CENTERS INC,,0.000367
77234,19980331,465823102,IVX,937798.75,107177,Y,N,IVAX CORP,0.000103,
52363,19970630,897844106,TNO,,19436,N,Y,TRUE NORTH COMMUNICA,,0.0607
153997,20000630,202218103,NNN,318318.0,30316,N,Y,COMMERCIAL NET LEASE,,0.00033
355064,20060228,49455P101,KMI,9650975.6,104020,Y,N,KINDER MORGAN INC,0.000745,
270097,20030930,92846N104,VTAL,167347.86,8940,N,Y,VITAL IMAGES INC,,0.000216
122506,19990730,109043109,BGG,1401465.94,23285,Y,N,BRIGGS & STRATTON,0.000125,
213940,20020228,871543104,SYMM,139375.0,22300,N,Y,SYMMETRICOM INC,,0.00018
44930,19970430,358438109,FRDM,,14544,N,Y,FRIEDMANS INC  -CL A,,0.0376
195713,20010831,64108N106,NTOP,68336.97,16627,N,Y,NET2PHONE,,8.8e-05
157310,20000731,301973103,XTND,463664.69,7309,N,Y,EXTENDED SYSTEMS INC,,0.000498
224937,20020628,704227107,PXR,532248.0,31776,N,Y,PAXAR CORP,,0.000735
62922,19971031,46624A106,JPR,377641.87,15493,N,Y,JP REALTY INC,,0.0437
176281,20010131,867363103,SDS,6639104.25,132915,Y,N,SUNGARD DATA SYS INC,0.000538,
318374,20050228,234264109,DAKT,314749.25,14405,N,Y,DAKTRONICS INC,,0.000285
343603,20051031,682680103,OKE,2931020.16,101984,Y,N,ONEOK INC,0.00024,
362064,20060428,874161102,TLB,543425.2,22910,N,Y,TALBOTS INC,,0.000399
82148,19980529,205477102,TSK,540060.13,17077,N,Y,COMPUTER TASK GROUP,,0.000594
174711,20010131,284895109,ELIX,54786.0,9131,N,Y,ELECTRIC LIGHTWAVE I,,6e-05
70987,19980130,253856108,DLNK,54295.5,5171,N,Y,DIGITAL LINK CORP,,0.0064
241445,20021231,209341106,CGX,246886.0,11096,N,Y,CONSOLIDATED GRAPHIC,,0.000411
121935,19990630,918905100,VHI,89155.75,8014,Y,N,VALHI INC,8e-06,
330301,20050630,195493309,CNB,3214627.32,145722,Y,N,COLONIAL BANCGROUP INC,0.000266,
270188,20030930,969904101,WSM,2254826.52,83574,Y,N,WILLIAMS SONOMA INC,0.000235,
169351,20001130,443510201,HUB.B,1436502.37,55517,Y,N,HUBBELL INC,0.000121,
7876,19960329,741541106,PRDE,,23941,N,Y,PRIDE PETROLEUM SVCS,,0.0591
27296,19961031,303250104,FIC,,7771,N,Y,FAIR ISAAC & COMPANY,,0.0448
127301,19990831,75968A109,REGI,177664.5,36444,N,Y,RENAISSANCE WORLDWID,,0.000212
251011,20030331,48282T104,KAI,222035.33,13547,N,Y,KADANT INC,,0.000389
74105,19980227,367905106,GET,685950.0,20175,Y,N,GAYLORD ENTERTAINMEN,7.9e-05,
369951,20060731,526107107,LII,1374872.75,60275,Y,N,LENNOX INTERNATIONAL INC,0.000107,
63246,19971031,612085100,MTP,1383125.62,54642,Y,N,MONTANA POWER CO,0.0182,
17729,19960731,064057102,BK,,194812,Y,N,BANK OF NEW YORK CO,0.1899,
70562,19980130,099843104,BORL,287520.0,38336,N,Y,BORLAND INTERNATIONA,,0.0337
71854,19980130,595915109,MAB,243187.62,7751,N,Y,MID AMERICA BANCORP/,,0.0285
381979,20061130,590188108,MER,80550133.3,921310,Y,N,MERRILL LYNCH & CO INC,0.005723,
20342,19960731,961238102,WPSN,,16913,N,Y,WESTPOINT STEVENS IN,,0.0667
325867,20050429,74837R104,KWK,1515364.26,29522,N,Y,QUICKSILVER RESOURCES,,0.001486
310198,20041130,534187109,LNC,8021193.96,174298,Y,N,LINCOLN NATIONAL CORP,0.00069,
50584,19970630,293562104,EOG,,61902,Y,N,ENRON OIL & GAS,0.0153,
362211,20060428,905399101,UBSH,360268.25,8755,N,Y,UNION BANKSHARES CORP,,0.000264
101747,19981130,897844106,TNO,1028953.13,36585,Y,N,TRUE NORTH COMMUNICA,0.000106,
172773,20001229,64114R109,NTRO,241640.06,34831,N,Y,NETRO CORP,,0.000276
105936,19990129,353514102,FELE,282000.0,4512,N,Y,FRANKLIN ELECTRIC CO,,0.000327
247190,20030228,156700106,CTL,3873099.6,141354,Y,N,CENTURYTEL INC,0.000482,
36216,19970131,359416104,FTL,,76084,Y,N,FRUIT OF THE LOOM IN,0.0469,
87122,19980630,918204108,VFC,5106379.5,98674,Y,N,VF CORP,0.000538,
370150,20060731,598148104,MWY,335758.6,35719,N,Y,MIDWAY GAMES INC,,0.000273
102014,19981130,98975W104,ZOLT,114175.75,10621,N,Y,ZOLTEK COS INC,,0.000141
209668,20020131,375766102,G,35142489.0,1055330,Y,N,GILLETTE CO,0.003353,
229216,20020830,070203104,BSET,146028.64,10064,N,Y,BASSETT FURNITURE IN,,0.000239
382552,20061130,78486Q101,SIVB,1687154.32,35534,N,Y,SVB FINANCIAL GROUP,,0.00124
164789,20000929,868365107,SUT,55170.0,9195,N,Y,SUPERIOR TELECOM INC,,5.8e-05
23289,19960830,948849104,WMK,,15049,Y,N,WEIS MARKETS INC,0.0095,
234100,20020930,756577102,RHAT,537586.0,113176,N,Y,RED HAT INC,,0.000949
130295,19990930,78402P104,SKP,380142.0,12068,N,Y,SCPIE HLDGS INC,,0.000456
276468,20031231,075571109,BEBE,122023.05,4695,N,Y,BEBE STORES INC,,0.000138
196694,20010831,925314106,VERS,213967.05,13849,N,Y,VERSICOR INC,,0.000275
373373,20060831,69404P101,PCBC,1305620.16,46696,N,Y,PACIFIC CAPITAL BANCORP,,0.001033
349569,20051230,681904108,OCR,6857073.14,119837,Y,N,OMNICARE INC,0.000542,
90271,19980731,986670107,YRK,1794313.13,40722,Y,N,YORK INTL,0.00019,
231397,20020830,85590A203,HOT,5140042.18,199381,Y,N,STARWOOD HOTELS&RESO,0.000588,
259726,20030630,46120E107,ISRG,241703.46,31887,N,Y,INTUITIVE SURGICAL INC,,0.000339
175280,20010131,499063105,NITE,2052114.62,87791,Y,N,KNIGHT TRADING GROUP,0.000166,
22039,19960830,568240204,MDCO,,41188,N,Y,MARINE DRILLING CO I,,0.0569
128178,19990930,03071D109,PATH,179350.62,21415,N,Y,AMERIPATH INC,,0.000215
12613,19960531,358846103,FRTZ,,15476,N,Y,FRITZ COS INC,,0.085
166287,20001031,36268Q103,GAIA,41683.12,2585,N,Y,GAIAM INC,,4.6e-05
292706,20040528,693475105,PNC,15996545.4,289740,Y,N,PNC FINANCIAL SVCS GROUP,0.001473,
18675,19960731,42221E104,HS,,63678,Y,N,HEALTHSOURCE INC,0.0133,
260294,20030630,690370101,OSTK,128065.26,8826,N,Y,OVERSTOCK COM INC,,0.00018
36466,19970131,451380109,IDA,,37612,Y,N,IDAHO POWER CO,0.018,
386099,20061229,968223206,JW.A,1701912.8,44240,Y,N,WILEY JOHN & SONS INC,0.00012,
183219,20010430,297602104,ETH,1399268.0,39416,N,Y,ETHAN ALLEN INTERIOR,,0.001611
8274,19960329,871130100,SYBS,,72376,Y,N,SYBASE INC,0.0318,
346841,20051130,753820109,RARE,1098629.0,34300,N,Y,RARE HOSPITALITY INTL,,0.0009
89384,19980731,717135107,DOSE,439997.25,67368,N,Y,PHARMERICA,,0.000512
175620,20010131,64114K104,NTPA,135598.0,14368,N,Y,NETOPIA INC,,0.000148
196889,20010928,00461P106,ACLA,200813.84,35732,N,Y,ACLARA BIOSCIENCES I,,0.000299
114396,19990430,302633102,FSII,159930.19,23053,N,Y,FSI INTL INC,,0.000184
16553,19960628,741477103,TROW,,46036,Y,N,PRICE (T. ROWE) ASSO,0.0254,
131326,19991029,103430104,BOY,221826.37,17146,N,Y,BOYKIN LODGING CO,,0.000269
332285,20050630,880775101,TERN,237528.3,76870,N,Y,TERAYON COMM SYSTEMS INC,,0.000205
198983,20010928,74312N107,PDII,183764.25,7705,N,Y,PROFESSIONAL DETAILI,,0.000274
127504,19990831,836153304,SRCM,105553.41,12843,N,Y,SOURCE MEDIA INC,,0.000126
87802,19980731,140432105,KRE,729531.0,22107,N,Y,CAPITAL RE CORP,,0.000849
51257,19970630,546347105,LPX,,108190,Y,N,LOUISIANA-PACIFIC CO,0.0312,
230774,20020830,666807102,NOC,11940703.6,97237,Y,N,NORTHROP GRUMMAN COR,0.001366,
44006,19970430,022092100,ALRN,,13223,N,Y,ALTRON INC,,0.0337
11400,19960430,919260109,VALN,,3102,N,Y,VALLEN CORP,,0.0105
348789,20051230,393122106,GMCR,179249.0,4415,N,Y,GREEN MTN COFFEE ROASTER,,0.000148
263056,20030731,595017104,MCHP,5362915.64,203449,Y,N,MICROCHIP TECHNOLOGY,0.000562,
315952,20050131,453836108,INDB,434237.25,14695,N,Y,INDEPENDENT BANK MA,,0.000398
284288,20040227,783859101,STBA,798761.18,26327,N,Y,S & T BANCORP INC,,0.000861
99560,19981130,126408103,CSX,9099547.5,218280,Y,N,CSX CORP,0.000933,
136740,19991231,004527107,AK,213113.75,11758,N,Y,ACKERLEY GROUP INC,,0.000226
46622,19970430,925391104,VTA,,18920,N,Y,VESTA INSURANCE GROU,,0.1211
142061,20000131,893735100,TKTX,551445.94,16935,N,Y,TRANSKARYOTIC THERAP,,0.000594
357450,20060331,292970100,ENSI,216276.19,6799,N,Y,ENERGYSOUTH INC,,0.000158
63490,19971031,700416209,PKE,286757.75,10106,N,Y,PARK ELECTROCHEMICAL,,0.0332
201824,20011030,710198102,PBCT,530706.0,24684,Y,N,PEOPLES BK BRIDGEPOR,5.4e-05,
142376,20000229,004308102,AIF,47680.87,11559,N,Y,ACCEPTANCE INS COS I,,4.5e-05
155621,20000630,759464100,REL,49092.0,65456,N,Y,RELIANCE GROUP HOLDI,,5.1e-05
86887,19980630,871508107,SBL,1917096.0,50784,Y,N,SYMBOL TECHNOLOGIES,0.000202,
86679,19980630,807066105,SCHL,513470.38,12877,N,Y,SCHOLASTIC CORP,,0.000494
202414,20011030,888266103,TTN,1425942.0,56585,N,Y,TITAN CORP,,0.002042
366784,20060630,45865V100,ICE,1181454.54,20391,Y,N,INTERCONTINENTALEXCHANGE,9.2e-05,
118124,19990528,671400505,OAK,855520.88,17754,N,Y,OAK INDUSTRIES INC,,0.000971
67174,19971128,92719B104,VCAM,88252.5,2460,N,Y,VINCAM GROUP INC,,0.0103
129126,19990930,370334104,GIS,12370345.62,152485,Y,N,GENERAL MLS INC,0.001148,
132268,19991029,456727106,IHI,82656.0,4592,N,Y,INFORMATION HLDGS IN,,0.0001
30107,19961129,253859102,DMIC,,15265,N,Y,DIGITAL MICROWAVE CO,,0.0536
259658,20030630,453414104,ICBC,1372705.46,48643,Y,N,INDEPENDENCE CMNTY BANK,0.000147,
60777,19970930,759543101,REMC,376351.5,10311,N,Y,REMEC INC,,0.0415
372741,20060831,459044103,IBOC,1326655.83,46533,N,Y,INTERNATIONAL BANCSHARES,,0.00105
240154,20021129,808513105,SCH,12612550.68,1092942,Y,N,SCHWAB CHARLES CORP,0.001416,
362410,20060428,980745103,WGOV,1010854.5,29514,N,Y,WOODWARD GOVERNOR CO,,0.000742
147313,20000331,803062108,SAPE,2225707.0,26536,Y,N,SAPIENT CORP,0.00017,
33636,19961231,465741106,ITRI,,10002,N,Y,ITRON INC,,0.0256
349561,20051230,676255102,OLG,680798.0,23315,N,Y,OFFSHORE LOGISTICS INC,,0.000563
147612,20000331,893349837,TWA,135722.94,58691,N,Y,TRANS WORLD AIRLS IN,,0.000136
41273,19970331,056439102,BACU,,3089,N,Y,BACOU USA INC,,0.0071
178715,20010228,737628107,PCH,912635.1,28431,N,Y,POTLATCH CORP,,0.001073
82645,19980529,404177107,HFNC,217061.63,17193,N,Y,HFNC FINL CORP,,0.000239
183450,20010430,410120109,HBHC,347347.0,9022,N,Y,HANCOCK HLDG CO,,0.0004
23860,19960930,132524109,CATP,,34373,Y,N,CAMBRIDGE TECHNOLOGY,0.0182,
294131,20040630,130788102,CWT,437080.75,15865,N,Y,CALIFORNIA WTR SVC GRP,,0.000422
256327,20030530,297178105,ESS,926486.43,16257,N,Y,ESSEX PPTY TR INC,,0.001344
22841,19960830,844741108,LUV,,144707,Y,N,SOUTHWEST AIRLINES,0.0608,
350019,20051230,82967H101,SIRF,1046874.0,35130,N,Y,SIRF TECHNOLOGY HLDGS,,0.000866
175300,20010131,505588103,LG,401157.5,18878,N,Y,LACLEDE GAS CO,,0.000438
243559,20021231,92343P107,VTS,245184.4,31036,N,Y,VERITAS DGC INC,,0.000408
303436,20040930,254687106,DIS,46276861.95,2052189,Y,N,DISNEY WALT CO,0.004181,
31359,19961129,731068102,PII,,27532,N,Y,POLARIS INDS INC,,0.0886
247533,20030228,285661104,EDS,7458341.4,479020,Y,N,ELECTRONIC DATA SYS,0.000929,
289572,20040430,595094103,MUSEE,367063.84,54704,N,Y,MICROMUSE INC,,0.000412
9059,19960430,093671105,HRB,,103385,Y,N,BLOCK H & R INC,0.068,
76960,19980331,371901109,GNTX,1209905.81,35651,N,Y,GENTEX CORP,,0.1273
322075,20050331,480838101,JOSB,299680.4,10228,N,Y,JOS A BANK CLOTHIERS INC,,0.000276
198918,20010928,721467108,CHX,207082.8,15006,N,Y,PILGRIMS PRIDE CORP,,0.000309
73586,19980227,166751107,CHV,53114898.87,656753,Y,N,CHEVRON CORP,0.006137,
300340,20040831,22025Y407,CXW,1217388.16,35144,N,Y,CORRECTIONS CORP OF AMER,,0.001277
239699,20021129,671040103,OSIP,783306.79,36281,N,Y,OSI PHARMACEUTICALS,,0.001232
181403,20010330,693262107,PCOM,102977.91,80373,N,Y,P-COM INC,,0.000128
339847,20050930,413160102,HLIT,425442.0,73100,N,Y,HARMONIC INC,,0.000353
598,19960131,173172107,CICS,,4753,N,Y,CITIZENS BANCSHARES,,0.0253
201685,20011030,670712108,NYFX,433605.77,24401,N,Y,NYFIX INC,,0.000621
24985,19960930,554382101,MAC,,18279,N,Y,MACERICH CO,,0.0623
55027,19970731,817320104,SQA A,440724.37,7995,N,Y,SEQUA CORP  -CL A,,0.0532
304915,20040930,76128Y102,RVI,99701.42,13223,N,Y,RETAIL VENTURES INC,,9.9e-05
99249,19981130,028910107,AORI,306157.13,27366,N,Y,AMERICAN ONCOLOGY RE,,0.000378
171990,20001229,337625305,FWIS,6704.25,10216,N,Y,FIRSTWORLD COMMUNICA,,8e-06
42806,19970331,654106103,NKE,,129950,Y,N,NIKE INC  -CL B,0.1291,
53636,19970731,313586109,FNM,50789025.0,1074900,Y,N,FEDERAL NATL MORTGAG,0.6439,
367915,20060630,858912108,SRCL,2881391.1,44261,Y,N,STERICYCLE INC,0.000224,
186502,20010531,495582108,KG,6589562.4,130280,Y,N,KING PHARMACEUTICALS,0.000582,
188617,20010629,222862104,CVH,1307828.8,64744,N,Y,COVENTRY HEALTH CARE,,0.001529
61536,19971031,001765106,AMR,10618867.12,91198,Y,N,AMR CORP/DE,0.1396,
239576,20021129,626717102,MUR,3144171.54,36671,Y,N,MURPHY OIL CORP,0.000353,
352499,20060131,655844108,NSC,20149016.16,404274,Y,N,NORFOLK SOUTHERN CORP,0.001554,
22780,19960830,82567D104,SHU,,23201,N,Y,SHURGARD STORAGE CTR,,0.0911
42146,19970331,401698105,GDT,,72170,Y,N,GUIDANT CORP,0.0713,
332767,20050729,021441100,ALTR,8126629.56,371588,Y,N,ALTERA CORP,0.000649,
216995,20020328,911363109,URI,1091368.2,39715,Y,N,UNITED RENTALS INC,0.000102,
107512,19990129,896047107,TRB,6195991.31,96907,Y,N,TRIBUNE CO,0.000581,
344930,20051130,06652B103,BKUNA,660038.06,25894,N,Y,BANKUNITED FINANCIAL,,0.000541
117860,19990528,561232109,MKG,2468243.13,71285,Y,N,MALLINCKRODT INC,0.000226,
84651,19980630,080555105,BLC,2623091.25,107614,Y,N,BELO (AH) CORP  -SER,0.000276,
320499,20050228,947685103,WSSI,74232.5,5750,N,Y,WEBSIDESTORY INC,,6.7e-05
65755,19971128,45578L100,IINT,146052.5,10340,N,Y,INDUS INTERNATIONAL,,0.017
374180,20060831,92923C104,WCI,516112.88,33427,N,Y,WCI COMMUNITIES INC,,0.000409
2892,19960131,983195108,WN,,9044,N,Y,WYNN'S INTERNATIONAL,,0.0335
160260,20000831,294352109,EPRS,66529.69,4275,N,Y,EPRISE CORP,,6.7e-05
224093,20020628,40425P107,HNCS,562305.7,33671,N,Y,HNC SOFTWARE INC,,0.000776
333559,20050729,288853104,PERY,227803.04,9476,N,Y,ELLIS PERRY INTL INC,,0.000186
41971,19970331,320076102,FES,,5139,Y,N,FIRST EMPIRE STATE C,0.0264,
70609,19980130,12490K107,CBS,21293406.12,711262,Y,N,CBS CORP,0.002628,
245325,20030131,556269108,SHOO,158935.56,9219,N,Y,MADDEN STEVEN LTD,,0.000273
59321,19970930,227478104,ATX A,101631.56,10491,N,Y,CROSS (A.T.) & CO  -,,0.0112
224029,20020628,37247A102,GTIV,204019.06,22694,N,Y,GENTIVA HEALTH SERVI,,0.000282
225625,20020628,901167106,TWTR,315296.64,19296,N,Y,TWEETER HOME ENTMT G,,0.000435
231241,20020830,802809103,SBP,141225.3,8482,N,Y,SANTANDER BANCORP,,0.000231
181159,20010330,59523C107,MME,912180.5,44935,N,Y,MID ATLANTIC MED SVC,,0.00113
168769,20001130,209115104,ED,7895882.5,211970,Y,N,CONSOLIDATED EDISON,0.000668,
335918,20050831,053494100,AVTR,311315.82,5793,N,Y,AVATAR HOLDINGS INC,,0.00026
369578,20060731,398905109,GPI,1523127.48,24839,N,Y,GROUP 1 AUTOMOTIVE INC,,0.00124
175373,20010131,55027E102,LMNX,129678.33,4681,N,Y,LUMINEX CORP DEL,,0.000142
218487,20020430,45678T102,INSP,285416.82,243946,N,Y,INFOSPACE INC,,0.000337
5085,19960229,761197102,REMI,,8505,N,Y,RESOURCE BANCSHARES,,0.0234
69466,19971231,759464100,REL,888745.0,62920,Y,N,RELIANCE GROUP HOLDI,0.00011,
152002,20000531,49455P101,KMI,3377927.25,103538,Y,N,KINDER MORGAN INC KA,0.000274,
290291,20040430,84855W109,SKE,882297.45,24735,N,Y,SPINNAKER EXPLORATION CO,,0.000989
320351,20050228,903844108,ULCM,145154.38,10346,N,Y,ULTICOM INC,,0.000131
133674,19991029,918005109,UCU,2013460.5,93108,Y,N,UTILICORP UTD INC,0.000175,
371959,20060831,174420109,CBCF,1076745.6,42728,N,Y,CITIZENS BANKING CORP,,0.000852
277604,20031231,49427F108,KRC,844065.75,25773,N,Y,KILROY REALTY CORP,,0.000956
193587,20010731,896047107,TRB,7807547.28,189228,Y,N,TRIBUNE CO NEW,0.000696,
171910,20001229,299900308,EVG,590112.75,15278,N,Y,EVERGREEN RES INC,,0.000675
62158,19971031,200519106,CBH,647246.25,16438,N,Y,COMMERCE BANCORP INC,,0.0749
46280,19970430,853386100,SFB,,31301,Y,N,STANDARD FEDL BANCOR,0.0281,
23448,19960930,009104100,AEIC,,16417,N,Y,AIR EXPRESS INTERNAT,,0.0706
251652,20030331,72919P103,PLUG,99884.4,19740,N,Y,PLUG POWER INC,,0.000175
53297,19970731,194830105,CKC,659731.87,60665,N,Y,COLLINS & AIKMAN COR,,0.0796
181837,20010330,83586Q100,FIBR,68235.75,11028,N,Y,SORRENTO NETWORKS CO,,8.5e-05
275432,20031128,760911107,REFR,95692.8,9968,N,Y,RESEARCH FRONTIERS I,,0.00011
385359,20061229,74332S102,PGIC,309540.96,34128,N,Y,PROGRESSIVE GAMING INTL,,0.000227
322576,20050331,673662102,OO,265181.7,20685,N,Y,OAKLEY INC,,0.000244
217064,20020328,92552V100,VSAT,222525.44,15872,N,Y,VIASAT INC,,0.000266
284908,20040227,980745103,WGOV,537847.52,8852,N,Y,WOODWARD GOVERNOR CO,,0.00058
235883,20021031,339099103,FLE,195826.4,34969,N,Y,FLEETWOOD ENTERPRISE,,0.000335
8510,19960329,913543104,UFPI,,10804,N,Y,UNIVERSAL FOREST PRO,,0.017
102899,19981231,29266M109,NEG,3568653.0,63162,Y,N,ENERGY EAST CORP,0.000345,
359350,20060331,928566108,VNUS,39118.86,5154,N,Y,VNUS MEDICAL TECH INC,,2.9e-05
211459,20020131,989922109,ZOLL,321347.63,8909,N,Y,ZOLL MED CORP,,0.000403
113047,19990331,859205106,SE,2952092.25,96003,Y,N,STERLING COMM INC,0.000276,
215205,20020328,291345106,EMIS,260406.09,15309,N,Y,EMISPHERE TECHNOLOGI,,0.000311
